0.000000	0.130985	bl1
\	104.244533	223.137167
0.779364	2.593512	bl2
\	77.918755	265.131880
2.809638	3.038863	bl3
\	77.136158	239.191132
3.883719	4.021254	bl4
\	101.407028	224.919153
4.204634	4.368366	bl5
\	89.575562	262.763855
5.200123	5.625826	bl6
\	92.782250	247.753862
6.575471	6.974977	bl7
\	71.509885	521.437012
6.601668	6.942230	bl8
\	74.071457	313.321202
6.706456	6.870188	bl9
\	387.461818	546.986765
7.787087	8.088353	bl10
\	101.407028	243.859055
8.140747	8.363423	bl11
\	85.670685	243.859055
9.044547	11.841087	bl145
\	89.575562	198.205307
9.044547	10.930738	bl12
\	78.408864	239.191132
10.930738	11.120667	bl13
\	97.443649	239.191132
11.886932	12.168551	bl14
\	86.393750	243.859055
12.168551	12.345381	bl15
\	79.159652	243.859055
13.268829	13.629039	bl16
\	95.402610	243.859055
14.657275	14.827556	bl17
\	395.220917	503.930574
14.735866	15.043682	bl18
\	88.206595	248.550171
15.010936	15.115724	bl19
\	92.222242	193.763199
15.737905	15.901637	bl20
\	93.499802	211.664642
16.163608	16.451776	bl21
\	76.477498	253.264557
17.139450	17.329379	bl22
\	89.325528	262.763855
17.394871	21.272042	bl144
\	70.243263	207.155945
17.545505	17.827124	bl23
\	93.499802	243.859055
17.827124	20.224158	bl24
\	97.443649	225.325592
19.091133	20.040778	bl28
\	389.804474	655.461670
19.091133	19.903243	bl26
\	488.591047	648.758179
19.844300	20.080074	bl27
\	400.051193	586.536793
20.040778	20.191411	bl25
\	74.518695	248.550171
20.270003	20.636762	bl29
\	74.292180	243.859055
21.272042	21.429224	bl30
\	90.481052	263.564313
21.579857	21.900772	bl31
\	96.983488	243.859055
22.752177	23.125486	bl32
\	75.952211	243.859055
24.173370	24.658016	bl33
\	105.390099	229.924576
25.417732	26.151251	bl34
\	82.580865	234.546341
25.522520	25.705900	bl35
\	65.421369	234.546341
25.777942	28.816805	bl143
\	89.575562	198.205307
25.823787	26.111955	bl36
\	91.476437	243.859055
26.387024	28.378004	bl37
\	85.670685	234.270168
28.508989	28.797157	bl38
\	91.066700	234.546341
29.281804	29.589619	bl39
\	95.258076	239.191132
29.759901	30.061167	bl40
\	97.443649	243.859055
30.506518	30.945319	bl41
