2.986469	3.877170	no1
\	71.478443	1118.791260
4.401112	5.239419	no2
\	82.684639	1118.791260
5.606178	6.811245	no3
\	78.383049	1059.633423
7.073216	7.911523	no4
\	82.684639	884.699341
8.540253	9.064195	no5
\	57.227112	947.028015
11.264751	11.893481	no6
\	74.105087	1118.791260
12.417423	13.255730	no7
\	69.850647	1088.967896
13.832066	14.670373	no7
\	74.105087	1069.357788
15.246710	15.718257	no8
\	87.010002	1069.357788
16.661353	17.080506	no9
\	69.850647	1149.111938
22.162743	22.686685	no10
\	82.684639	1049.962769
23.420203	24.206116	no11
\	65.619576	1040.344849
28.869199	29.497930	no12
\	61.411785	1040.344849
30.388631	30.755390	n013
\	74.105087	1040.344849
33.427494	34.265801	n014
\	69.850647	1088.967896
38.928884	39.767191	no15
\	-1.000000	1098.854126
40.291133	41.181834	no16
\	78.383049	1030.780151
43.068025	43.853938	n017
\	74.105087	1138.949097
45.687735	46.473647	n018
\	74.105087	993.043579
46.997589	47.731108	no19
\	77.127341	1088.967896
48.569415	49.198145	no20
\	69.850647	1149.111938
50.036452	50.612789	no21
\	69.850647	1138.949097
55.485448	56.376150	no22
\	69.850647	1011.807861
57.424033	58.052764	n023
\	87.010002	1079.135864
58.576706	59.205436	no24
\	74.105087	1108.795288
59.781772	60.620079	no25
\	82.684639	1149.111938
75.500029	76.233548	n026
\	74.105087	902.263000
76.757490	77.543403	no27
\	69.850647	956.129883
92.266170	92.966009	no28
\	69.850647	1040.344849
94.361938	96.824465	n029  
\	74.105087	841.628418
97.924743	100.256285	n030
\	87.010002	983.738831
101.199380	103.242754	no31
\	87.010002	928.973694
104.395426	106.150631	no32
\	87.010002	965.282104
108.324990	109.530056	no33
\	145.463608	956.129883
113.119059	114.402716	no34
\	100.129959	767.029053
119.196785	121.240158	no34
\	104.551788	884.699341
123.781276	125.353102	no35
\	104.551788	920.020874
127.396476	128.889710	no36
\	104.551788	974.485107
136.827430	139.001789	no37
\	104.551788	937.976074
140.914177	142.145440	no38
\	108.997986	983.738831
145.839231	146.572750	no39
\	117.964233	893.456848
148.799503	151.707380	no40
\	69.850647	993.043579
153.619768	154.929623	no41
\	74.105087	965.282104
158.282851	158.885384	no42
\	87.010002	993.043579
161.688474	162.579175	no43
\	40.717136	1040.344849
163.967621	167.870988	no44
\	407.575653	974.485107
168.211550	173.450970	n045
\	696.039795	937.976074
173.634349	183.694034	no46
\	841.628418	974.485107
186.444729	196.949764	no48
\	816.349792	965.282104
200.879329	202.215380	no47
\	100.129959	799.728088
203.525235	204.415936	no49
\	218.325180	956.129883
205.987762	207.533391	no50
\	159.558136	1149.111938
209.367188	210.912816	no51
\	113.468719	1079.135864
212.353656	214.266044	no52
\	117.964233	1098.854126
215.890264	216.438214	no53
\	136.195953	1040.344849
217.552917	219.741237	no54
\	259.718811	2653.162109
224.980656	228.648250	no55
\	254.444244	2508.537109
233.180347	234.254428	no56
\	188.455917	2526.267822
235.511889	237.581459	n057
\	95.732498	2455.925293
238.655540	239.598636	no58
\	91.359238	2526.267822
240.332154	242.296937	no59
\	78.383049	2473.365723
242.978061	244.156930	no60
\	95.732498	2690.325195
247.457764	248.584240	no62
\	198.302856	557.252380
247.562553	250.915781	no61
\	208.258850	550.342712
247.667341	250.837190	no65
\	-1.000000	188.455917
248.767619	250.156065	no63
\	233.634354	606.701965
250.260854	250.758598	no64
\	169.084732	564.200439
251.544511	252.500687	no66
\	203.267090	578.211731
